,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
196,DE000PR5RBU0,BNPP RICI Enhanced Brent Crude Oil (TR) Index USD ETC,BNQ7,ETC,"0,99%",,USD,
197,DE000PS701L2,BNPP Brent Crude Oil ETC,BNQA,ETC,"0,90%",,EUR,
198,DE000PS7WT17,BNPP WTI Oil (TR) ETC,BNQB,ETC,"0,90%",,EUR,
199,DE000PB6D1Z6,BNPP Gasoil (Diesel) ETC,B4N1,ETC,"0,90%",,EUR,
200,DE000PB6BEN9,BNPP Gasoline (Benzin) ETC,B4N2,ETC,"0,90%",,EUR,
201,DE000PB6GAS5,BNPP Natural Gas ETC,BNQ9,ETC,"0,90%",,EUR,
202,DE000PB6H1T5,BNPP Heating Oil ETC,B4N3,ETC,"0,90%",,EUR,
203,DE000PR5RHU7,BNPP RICI Enhanced Heating Oil (TR) Index USD ETC,B4NK,ETC,"0,99%",,USD,
204,DE000PR5RWU6,BNPP RICI Enhanced WTI Crude Oil (TR) Index USD ETC,B4NG,ETC,"0,99%",,USD,
205,DE000PR5RUM7,BNPP RICI Enhanced Metals (TR) Index USD ETC,B4NN,ETC,"0,99%",,USD,
206,DE000PR5RDU6,BNPP RICI Enhanced Gas Oil (TR) Index USD ETC,B4NI,ETC,"0,99%",,USD,
207,DE000PR5RMU7,BNPP RICI Enhanced Industrial Metals (TR) Index USD ETC,B4NM,ETC,"0,99%",,USD,
208,DE000PR5R0U0,BNPP RICI Enhanced Gasoline (TR) Index USD ETC,B4NJ,ETC,"0,99%",,USD,
209,DE000PR5RGU9,BNPP RICI Enhanced Natural Gas (TR) Index USD ETC,B4NH,ETC,"0,99%",,USD,
210,DE000PR5REU4,BNPP RICI Enhanced Energy (TR) Index ETC,B4NL,ETC,"0,99%",,USD,
211,DE000PR5RCU8,BNPP RICI Enhanced Copper (TR) Index USD ETC,B4NB,ETC,"0,99%",,USD,
212,DE000PR5RAU2,BNPP RICI Enhanced Aluminum (TR) Index USD ETC,B4NA,ETC,"0,99%",,USD,
213,DE000PR5RNU5,BNPP RICI Enhanced Nickel (TR) Index USD ETC,B4NC,ETC,"0,99%",,USD,
214,DE000PR5RTU2,BNPP RICI Enhanced Tin T(R) Index USD ETC,B4NE,ETC,"0,99%",,USD,
215,DE000PR5RZU9,BNPP RICI Enhanced Zinc (TR) Index USD ETC,B4ND,ETC,"0,99%",,USD,
216,DE000PR5RLU9,BNPP RICI Enhanced Lead (TR) Index USD ETC,B4NF,ETC,"0,99%",,USD,
217,DE000PB8LED5,BNPP Blei ETC,B4NU,ETC,"0,90%",,EUR,
218,DE000PB6ALU1,BNPP Aluminium ETC,B4NP,ETC,"0,90%",,EUR,
219,DE000PB7Z1N5,BNPP Zink (TR) ETC,B4NS,ETC,"0,90%",,EUR,
220,DE000PB8C0P8,BNPP Kupfer ETC,B4NQ,ETC,"0,90%",,EUR,
221,DE000PB8N1C1,BNPP Nickel ETC,B4NR,ETC,"0,90%",,EUR,
222,DE000PB8T1N2,BNPP Zinn (TR) ETC,B4NT,ETC,"0,90%",,EUR,
223,IE00BF4TWF63,WisdomTree Energy Enhanced,XMWK,ETC,"0,40%",,EUR,
224,IE00BF4TWC33,WisdomTree Industrial Metals Enhanced,XMWJ,ETC,"0,40%",,EUR,
225,FR0013416716,Amundi Physical Gold ETC (C),GLDA,ETC,"0,12%",,EUR,PreciousMetals
226,DE000PZ9REE0,BNPP RICI Enhanced Energy (ER) Index EUR Hedge ETC,B4NX,ETC,"1,20%",,EUR,
227,DE000PZ9REG5,BNPP RICI Enhanced Natural Gas (ER) Index EUR Hedge ETC,0GZA,ETC,"1,20%",,EUR,
228,DE000PZ9REW2,BNPP RICI Enhanced WTI Crude Oil (ER) Index EUR Hedge ETC,B4NZ,ETC,"1,20%",,EUR,
229,DE000PZ9REB6,BNPP RICI Enhanced Brent Crude Oil (ER) Index EUR Hedge ETC,B4NY,ETC,"1,20%",,EUR,
230,DE000PZ9REC4,BNPP RICI Enhanced Copper (ER) Index EUR Hedge ETC,0GZB,ETC,"1,20%",,EUR,
231,DE000PZ9REN1,BNPP RICI Enhanced Nickel (ER) Index EUR Hedge ETC,0GZC,ETC,"1,20%",,EUR,
232,DE000PZ9REM3,BNPP RICI Enhanced Industrial Metals (ER) Index EUR Hedge ETC,0GZD,ETC,"1,20%",,EUR,
233,DE000PZ9REH3,BNPP RICI Enhanced Heating Oil (ER) Index EUR Hedge ETC,0GZG,ETC,"1,20%",,EUR,
234,DE000PZ9REA8,BNPP RICI Enhanced Aluminum (ER) Index EUR Hedge ETC,0GZH,ETC,"1,20%",,EUR,
235,DE000PZ9REZ5,BNPP RICI Enhanced Zinc (ER) Index EUR Hedge ETC,0GZI,ETC,"1,20%",,EUR,
236,DE000PZ9RET8,BNPP RICI Enhanced Tin (ER) Index EUR Hedge ETC,0GZJ,ETC,"1,20%",,EUR,
237,DE000PZ9REL5,BNPP RICI Enhanced Lead (ER) Index EUR Hedge ETC,0GZK,ETC,"1,20%",,EUR,
238,DE000PZ9RME3,BNPP RICI Enhanced Metals (ER) Index EUR Hedge ETC,0GZL,ETC,"1,20%",,EUR,
239,DE000PZ9RE14,BNPP RICI Enhanced Gasoline (ER) Index EUR Hedge ETC,0GZF,ETC,"1,20%",,EUR,
240,DE000PZ9RED2,BNPP RICI Enhanced Gas Oil (ER) Index EUR Hedge ETC,0GZE,ETC,"1,20%",,EUR,
241,XS2115336336,The Royal Mint Responsibly Sourced Physical Gold ETC,RM8U,ETC,"0,25%",,EUR,PreciousMetals
242,DE000A2UDH55,Xtrackers IE Physical Silver EUR Hedged ETC Securities,XSLE,ETC,"0,73%",,EUR,PreciousMetals
243,DE000A2T5DZ1,Xtrackers IE Physical Gold EUR Hedged ETC Securities,XGDE,ETC,"0,28%",,EUR,PreciousMetals
244,DE000A2T0VT7,Xtrackers IE Physical Platinum ETC Securities,XPPT,ETC,"0,38%",,EUR,PreciousMetals
245,DE000A2T0VU5,Xtrackers IE Physical Gold ETC Securities,XGDU,ETC,"0,12%",,EUR,PreciousMetals
246,DE000A2T0VS9,Xtrackers IE Physical Silver ETC Securities,XSLR,ETC,"0,20%",,EUR,PreciousMetals
247,DE000A2UDH63,Xtrackers IE Physical Platinum EUR Hedged ETC Securities,XPPE,ETC,"0,73%",,EUR,PreciousMetals
248,XS2183935274,Invesco Physical Gold EUR Hedged ETC,8PSE,ETC,"0,34%",,EUR,PreciousMetals
249,XS2284324667,WisdomTree Energy Enhanced - EUR Daily Hedged,WNRG,ETC,"0,40%",,EUR,
250,JE00BN2CJ301,WisdomTree Core Physical Gold,WGLD,ETC,"0,12%",,EUR,PreciousMetals
251,IE00B4LJS984,Invesco Physical Palladium ETC,8PSC,ETC,"0,19%",,EUR,PreciousMetals
252,IE00B40QP990,Invesco Physical Platinum ETC,8PSA,ETC,"0,19%",,EUR,PreciousMetals
253,IE00B43VDT70,Invesco Physical Silver ETC,8PSB,ETC,"0,19%",,EUR,PreciousMetals
254,IE00B4ND3602,iShares Physical Gold ETC,PPFB,ETC,"0,12%",,EUR,PreciousMetals
255,XS2314659447,Elementum Physical Copper ETC,0IIE,ETC,"0,85%",,EUR,Commodities
256,XS2314660700,Elementum Physical Nickel ETC,0IIF,ETC,"0,75%",,EUR,Commodities
257,JE00BP2PWW32,WisdomTree Carbon,WCO2,ETC,"0,35%",,EUR,
258,XS2425842106,WisdomTree Battery Metals,WATT,ETC,"0,45%",,EUR,
259,XS2425848053,WisdomTree Energy Transition Metals,NRGT,ETC,"0,45%",,EUR,
260,XS2353177293,SparkChange Physical Carbon EUA ETC,FCO2,ETC,"0,89%",,EUR,Commodities
261,IE0009JOT9U1,iShares Physical Gold EUR Hedged ETC,IGLD,ETC,"0,25%",,EUR,PreciousMetals
262,XS2472195101,Leverage Shares 3x Long Gold ETP Securities,3GLD,ETC,"0,75%",,EUR,
263,XS2472195283,Leverage Shares -3x Short Gold ETP Securities,GL3S,ETC,"0,75%",,EUR,
264,XS2472195366,Leverage Shares 2x Long WTI Oil ETP Securities,OIL2,ETC,"0,75%",,EUR,
265,XS2472195440,Leverage Shares -2x Short WTI Oil ETP Securities,2SWT,ETC,"0,75%",,EUR,
266,XS2472195952,Leverage Shares 3x Long Silver ETP Securities,3SLV,ETC,"0,75%",,EUR,
267,XS2472196174,Leverage Shares -3x Short Silver ETP Securities,SSLE,ETC,"0,75%",,EUR,
268,DE000ETC0001,SG ETC ICE EUA Futures-Kontrakt,SGS1,ETC,"4,00%",,EUR,
269,DE000ETC0696,SG ETC Brent Crude Oil Futures-Kontrakt,SGS2,ETC,"0,90%",,EUR,
270,DE000ETC0704,SG ETC Henry Hub Natural Gas Futures-Kontrakt,SGS3,ETC,"0,90%",,EUR,
271,DE000ETC0738,SG ETC Gold Futures-Kontrakt,SGS4,ETC,"1,00%",,EUR,
272,DE000ETC0746,SG ETC Silver Futures-Kontrakt,SGS5,ETC,"1,00%",,EUR,
273,DE000ETC0779,SG ETC Light Sweet Crude Oil (WTI) Futures-Kontrakt,42GG,ETC,"0,90%",,EUR,
274,DE000ETC0787,SG ETC COMEX Copper Futures (HG)-Kontrakt,42GI,ETC,"0,90%",,EUR,
275,DE000ETC0811,SG ETC Low Sulphur Gasoil Futures-Kontrakt,42GL,ETC,"0,80%",,EUR,
276,DE000ETC0829,"SG ETC Coffee ""C"" Futures-Kontrakt",42G1,ETC,"1,20%",,EUR,
277,DE000ETC0852,SG ETC RBOB Gasoline Futures-Kontrakt,42G3,ETC,"0,80%",,EUR,
278,DE000ETC0860,SG ETC NY Harbor ULSD Heating Oil Futures-Kontrakt,42G4,ETC,"0,80%",,EUR,
279,JE00BNG8LN89,WisdomTree California Carbon ETC,WCCA,ETC,"0,99%",,EUR,
280,IE0008471009,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),EUN2,ETF,"0,10%",Distributing,EUR,"Equity,Europe"
281,IE0008470928,iShares STOXX Europe 50 UCITS ETF EUR (Dist),EUN1,ETF,"0,35%",Distributing,EUR,"Equity,Europe"
282,DE0005933931,iShares Core DAX UCITS ETF (DE) EUR (Acc),EXS1,ETF,"0,16%",Accumulating,EUR,"Equity,Germany"
283,DE0005933956,iShares Core EURO STOXX 50 UCITS ETF (DE),EXW1,ETF,"0,10%",Distributing,EUR,"Equity,Europe"
284,DE0005933949,iShares STOXX Europe 50 UCITS ETF (DE),EXW3,ETF,"0,51%",Distributing,EUR,"Equity,Europe"
285,DE0005933964,iShares SLI UCITS ETF (DE),EXI1,ETF,"0,51%",Distributing,EUR,"Equity,Switzerland"
286,DE0005933972,iShares TecDAX UCITS ETF (DE) EUR (Acc),EXS2,ETF,"0,51%",Accumulating,EUR,"Equity,Germany,Technology"
287,DE0005933923,iShares MDAX UCITS ETF (DE) EUR (Acc),EXS3,ETF,"0,51%",Accumulating,EUR,"Equity,Germany,MidCap"
288,DE0006289309,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Dist),EXX1,ETF,"0,51%",Distributing,EUR,"Equity,Europe,Financials"
289,DE0006289382,iShares Dow Jones Global Titans 50 UCITS ETF (DE),EXI2,ETF,"0,51%",Distributing,EUR,"Equity,World,LargeCap"
290,DE0006289390,iShares Dow Jones Industrial Average UCITS ETF (DE),EXI3,ETF,"0,51%",Distributing,EUR,"Equity,UnitedStates"
291,LU0136234068,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,UIM1,ETF,"0,15%",Distributing,EUR,"Equity,Europe"
292,LU0136242590,UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,UIM3,ETF,"0,20%",Distributing,EUR,"Equity,UnitedKingdom"
293,LU0136234654,UBS ETF (LU) MSCI USA UCITS ETF (USD) A-dis,UIM6,ETF,"0,14%",Distributing,EUR,"Equity,UnitedStates"
294,LU0147308422,UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,UIM4,ETF,"0,17%",Distributing,EUR,"Equity,Europe"
295,FR0007054358,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,LYSX,ETF,"0,20%",Accumulating,EUR,"Equity,Europe"
296,DE0006289465,iShares eb.rexx Government Germany UCITS ETF (DE),EXHA,ETF,"0,16%",Distributing,EUR,"Bonds,Germany,Government,Allmaturities"
297,LU0136240974,UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis,UIM5,ETF,"0,19%",Distributing,EUR,"Equity,Japan"
298,DE0006289473,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE) EUR (Dist),EXHB,ETF,"0,16%",Distributing,EUR,"Bonds,Germany,Government,0-3"
299,DE0006289481,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE),EXHC,ETF,"0,16%",Distributing,EUR,"Bonds,Germany,Government,3-5"
300,DE0006289499,iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE),EXHD,ETF,"0,16%",Distributing,EUR,"Bonds,Germany,Government,7-10"
301,DE0002635265,iShares Pfandbriefe UCITS ETF (DE),EXHE,ETF,"0,10%",Distributing,EUR,"Bonds,Germany,CoveredBonds,Allmaturities"
302,IE0032077012,Invesco EQQQ Nasdaq-100 UCITS ETF Dist,EQQQ,ETF,"0,30%",Distributing,EUR,"Equity,UnitedStates,Technology"
303,DE0002635273,iShares DivDAX UCITS ETF (DE),EXSB,ETF,"0,31%",Distributing,EUR,"Equity,Germany,Dividend"
304,DE0002635307,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Dist),EXSA,ETF,"0,20%",Distributing,EUR,"Equity,Europe"
305,DE0005933980,iShares STOXX Europe Large 200 UCITS ETF (DE),EXSC,ETF,"0,20%",Distributing,EUR,"Equity,Europe,LargeCap"
306,DE0005933998,iShares STOXX Europe Mid 200 UCITS ETF (DE),EXSD,ETF,"0,20%",Distributing,EUR,"Equity,Europe,MidCap"
307,DE000A0D8QZ7,iShares STOXX Europe Small 200 UCITS ETF (DE),EXSE,ETF,"0,20%",Distributing,EUR,"Equity,Europe,SmallCap"
308,DE0002635281,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Dist),EXSG,ETF,"0,31%",Distributing,EUR,"Equity,Europe,Dividend"
309,DE000A0D8Q07,iShares EURO STOXX UCITS ETF (DE),EXSI,ETF,"0,20%",Distributing,EUR,"Equity,Europe"
310,DE0002635299,iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),EXSH,ETF,"0,31%",Distributing,EUR,"Equity,Europe,Dividend"
311,DE000A0D8Q49,iShares Dow Jones U.S. Select Dividend UCITS ETF (DE),EXX5,ETF,"0,31%",Distributing,EUR,"Equity,UnitedStates,Dividend"
312,DE000A0D8Q31,iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE),EXX6,ETF,"0,16%",Distributing,EUR,"Bonds,Germany,Government,10+"
313,LU0192223062,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF - D,IM2A,ETF,"0,40%",Distributing,EUR,"RealEstate,Europe"
314,DE000A0H0744,iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE),EXXW,ETF,"0,31%",Distributing,EUR,"Equity,AsiaPacific,Dividend"
315,DE000A0F5UE8,iShares Dow Jones China Offshore 50 UCITS ETF (DE),EXXU,ETF,"0,61%",Distributing,EUR,"Equity,China"
316,DE000A0F5UG3,iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE),EXXV,ETF,"0,41%",Distributing,EUR,"Equity,Europe,Social/Environmental"
317,DE000A0F5UF5,iShares Nasdaq-100 UCITS ETF (DE),EXXT,ETF,"0,31%",Distributing,EUR,"Equity,UnitedStates,Technology"
318,DE000A0D8Q23,iShares ATX UCITS ETF (DE),EXXX,ETF,"0,32%",Distributing,EUR,"Equity,Austria"
319,FR0010261198,Lyxor MSCI Europe (DR) UCITS ETF - Acc,LYY5,ETF,"0,25%",Accumulating,EUR,"Equity,Europe"
320,LU0249326488,Market Access Jim Rogers International Commodity Index ETF,M9SA,ETF,"0,60%",Accumulating,EUR,"Commodities,Broadmarket"
321,FR0007056841,Lyxor Dow Jones Industrial Average UCITS ETF - Dist,DJAM,ETF,"0,50%",Distributing,EUR,"Equity,UnitedStates"
322,LU0252634307,Lyxor Daily LevDAX UCITS ETF - Acc,LYY8,ETF,"0,35%",Accumulating,EUR,"Equity,Germany"
323,LU0252633754,Lyxor DAX (DR) UCITS ETF - Acc,LYY7,ETF,"0,15%",Accumulating,EUR,"Equity,Germany"
324,DE000A0H08D2,iShares Nikkei 225 UCITS ETF (DE),EXX7,ETF,"0,51%",Distributing,EUR,"Equity,Japan"
325,DE000A0H0785,iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE),EXHF,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
326,FR0010245514,Lyxor Japan (TOPIX) (DR) UCITS ETF - Dist EUR,LYY4,ETF,"0,45%",Distributing,EUR,"Equity,Japan"
327,FR0010296061,Lyxor MSCI USA ESG Broad CTB (DR) UCITS ETF - Dist,LYYB,ETF,"0,09%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental,ClimateChange"
328,FR0010315770,Lyxor MSCI World UCITS ETF - Dist,LYYA,ETF,"0,30%",Distributing,EUR,"Equity,World"
329,LU0274208692,Xtrackers MSCI World Swap UCITS ETF 1C,DBXW,ETF,"0,45%",Accumulating,EUR,"Equity,World"
330,LU0274211480,Xtrackers DAX UCITS ETF 1C,DBXD,ETF,"0,09%",Accumulating,EUR,"Equity,Germany"
331,LU0274211217,Xtrackers EURO STOXX 50 UCITS ETF 1D,DBXE,ETF,"0,09%",Distributing,EUR,"Equity,Europe"
332,LU0274212538,Xtrackers FTSE MIB UCITS ETF 1D,DBXI,ETF,"0,30%",Distributing,EUR,"Equity,Italy"
333,LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C,DBXA,ETF,"0,12%",Accumulating,EUR,"Equity,Europe"
334,LU0274209740,Xtrackers MSCI Japan UCITS ETF 1C,DBXJ,ETF,"0,20%",Accumulating,EUR,"Equity,Japan"
335,LU0274210672,Xtrackers MSCI USA Swap UCITS ETF 1C,DBXU,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates"
336,LU0274221281,Xtrackers Switzerland UCITS ETF 1D,DBXS,ETF,"0,30%",Distributing,EUR,"Equity,Switzerland,LargeCap"
337,FR0010361683,Lyxor MSCI India UCITS ETF - Acc (EUR),LYMD,ETF,"0,85%",Accumulating,EUR,"Equity,India"
338,FR0010405431,Lyxor MSCI Greece UCITS ETF - Dist,LYMH,ETF,"0,45%",Distributing,EUR,"Equity,Greece"
339,LU0259322260,Market Access NYSE Arca Gold BUGS Index ETF,M9SD,ETF,"0,65%",Accumulating,EUR,"Equity,World,BasicMaterials,GoldMining"
340,LU0292106753,Xtrackers EURO STOXX 50 Short Daily Swap UCITS ETF 1C,DXSP,ETF,"0,40%",Accumulating,EUR,"Equity,Europe"
341,LU0292095535,Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,DXSA,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
342,LU0292097234,Xtrackers FTSE 100 Income UCITS ETF 1D,DBXX,ETF,"0,09%",Distributing,EUR,"Equity,UnitedKingdom"
343,LU0292106241,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,DXSN,ETF,"0,40%",Accumulating,EUR,"Equity,Germany"
344,LU0292096186,Xtrackers STOXX Global Select Dividend 100 Swap UCITS ETF 1D,DXSB,ETF,"0,50%",Distributing,EUR,"Equity,World,Dividend"
345,LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,DBXT,ETF,"0,10%",Accumulating,EUR,"MoneyMarket,EUR"
346,LU0290356871,Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1C,DBXP,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
347,LU0290357507,Xtrackers II Eurozone Government Bond 15-30 UCITS ETF 1C,DBXF,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,10+"
348,LU0290357846,Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C,DBXG,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,10+"
349,LU0290356954,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,DBXQ,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,3-5"
350,LU0290357176,Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C,DBXR,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,5-7"
351,LU0290357259,Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C,DBXB,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,7-10"
352,LU0290355717,Xtrackers II Eurozone Government Bond UCITS ETF 1C,DBXN,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
353,LU0290358224,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C,DBXK,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Inflation-Linked,Allmaturities"
354,LU0290357929,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C EUR Hedged,DBXH,ETF,"0,25%",Accumulating,EUR,"Bonds,World,Inflation-Linked,Allmaturities"
355,LU0292097317,Xtrackers FTSE 250 UCITS ETF 1D,DBXY,ETF,"0,15%",Distributing,EUR,"Equity,UnitedKingdom,MidCap"
356,LU0292097747,Xtrackers MSCI UK ESG UCITS ETF 1D,XASX,ETF,"0,18%",Distributing,EUR,"Equity,UnitedKingdom,Social/Environmental"
357,LU0292109856,Xtrackers FTSE China 50 UCITS ETF 1C,DBX9,ETF,"0,60%",Accumulating,EUR,"Equity,China"
358,LU0292109344,Xtrackers MSCI Brazil UCITS ETF 1C,DBX6,ETF,"0,65%",Accumulating,EUR,"Equity,Brazil"
359,LU0292107991,Xtrackers MSCI EM Asia ESG Screened UCITS ETF,XMAS,ETF,"0,65%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
360,LU0292109005,"Xtrackers MSCI EM Europe, Middle East & Africa ESG UCITS ETF 1C",XMEA,ETF,"0,65%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
361,LU0292108619,Xtrackers MSCI EM Latin America ESG UCITS ETF 1C,DBX3,ETF,"0,65%",Accumulating,EUR,"Equity,LatinAmerica,Social/Environmental"
362,LU0292107645,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C,DBX1,ETF,"0,49%",Accumulating,EUR,"Equity,EmergingMarkets"
363,LU0292109187,Xtrackers MSCI Taiwan UCITS ETF 1C,DBX5,ETF,"0,65%",Accumulating,EUR,"Equity,Taiwan"
364,LU0292106167,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged,XDBC,ETF,"0,39%",Accumulating,EUR,"Commodities,Broadmarket"
365,LU0292103651,Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C,XS7R,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
366,LU0292100806,Xtrackers MSCI Europe Materials ESG Screened UCITS ETF 1C,DXSC,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
367,LU0292105359,Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF 1C,DXSK,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
368,LU0292103222,Xtrackers MSCI Europe Health Care ESG Screened UCITS ETF 1C,DXSE,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,HealthCare"
369,LU0292106084,Xtrackers MSCI Europe Industrials ESG Screened UCITS ETF 1C,DXSL,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Industrials"
370,LU0292104469,Xtrackers MSCI Europe Information Technology ESG Screened UCITS ETF 1C,XS8R,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Technology"
371,LU0292104030,Xtrackers MSCI Europe Communication Services ESG Screened UCITS ETF 1C,DXSG,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Telecommunication"
372,LU0292104899,Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF 1C,XS6R,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Utilities"
373,LU0292100046,Xtrackers MSCI Korea UCITS ETF 1C,DBX8,ETF,"0,65%",Accumulating,EUR,"Equity,SouthKorea"
374,LU0292109690,Xtrackers Nifty 50 Swap UCITS ETF 1C,DBX7,ETF,"0,85%",Accumulating,EUR,"Equity,India"
375,DE000A0H0728,iShares Diversified Commodity Swap UCITS ETF (DE),EXXY,ETF,"0,46%",Accumulating,EUR,"Commodities,Broadmarket"
376,FR0010468983,Lyxor EURO STOXX 50 Daily (2x) Leverage UCITS ETF - Acc,LYMZ,ETF,"0,40%",Accumulating,EUR,"Equity,Europe"
377,FR0010429068,Lyxor MSCI Emerging Markets UCITS ETF - Acc (EUR),LYM7,ETF,"0,55%",Accumulating,EUR,"Equity,EmergingMarkets"
378,IE00B23D8S39,Invesco FTSE RAFI US 1000 UCITS ETF Dist,6PSA,ETF,"0,39%",Distributing,EUR,"Equity,UnitedStates,Fundamental/Quality"
379,IE00B23D9570,Invesco FTSE RAFI Emerging Markets UCITS ETF Dist,6PSK,ETF,"0,49%",Distributing,EUR,"Equity,EmergingMarkets,Fundamental/Quality"
380,IE00B23D8X81,Invesco FTSE RAFI Europe UCITS ETF Dist,6PSC,ETF,"0,39%",Distributing,EUR,"Equity,Europe,Fundamental/Quality"
381,FR0010524777,Lyxor MSCI New Energy ESG Filtered (DR) UCITS ETF - Dist,LYM9,ETF,"0,60%",Distributing,EUR,"Equity,World,Utilities,CleanEnergy"
382,FR0010527275,Lyxor MSCI Water ESG Filtered (DR) UCITS ETF - Dist,LYM8,ETF,"0,60%",Distributing,EUR,"Equity,World,Social/Environmental,Water"
383,LU0321464652,Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D,DXS1,ETF,"0,15%",Distributing,EUR,"MoneyMarket,GBP"
384,LU0321463506,Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1C,DXSW,ETF,"0,15%",Accumulating,EUR,"Bonds,Germany,CoveredBonds,Allmaturities"
385,LU0321462870,Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF 1C,DXST,ETF,"0,24%",Accumulating,EUR,"Bonds,Europe,Corporate,3-5"
386,LU0321465469,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C,DXSZ,ETF,"0,15%",Accumulating,EUR,"MoneyMarket,USD"
387,LU0322252924,Xtrackers FTSE Vietnam Swap UCITS ETF 1C,DXS7,ETF,"0,85%",Accumulating,EUR,"Equity,Vietnam"
388,LU0322250712,Xtrackers LPX Private Equity Swap UCITS ETF 1C,DX2D,ETF,"0,70%",Accumulating,EUR,"Equity,World,PrivateEquity"
389,LU0322253732,Xtrackers MSCI Europe ESG Screened UCITS ETF 1C,DX2I,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
390,LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,DX2J,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,SmallCap"
391,LU0322251520,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF 1C,DXS3,ETF,"0,50%",Accumulating,EUR,"Equity,UnitedStates"
392,LU0328474803,Xtrackers S&P ASX 200 UCITS ETF 1D,DX2S,ETF,"0,50%",Distributing,EUR,"Equity,Australia"
393,LU0322253229,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,DX2E,ETF,"0,60%",Accumulating,EUR,"Equity,World,Infrastructure"
394,LU0322248146,Xtrackers SLI UCITS ETF 1D,DXS0,ETF,"0,25%",Distributing,EUR,"Equity,Switzerland"
